name,type,sedol,bidPrice,askPrice,netIC,netAC
Jupiter European Income (Class I) (Accumulation),Accumulation,B6QMYW1,91.74,91.74,0,0.99
Jupiter European Income (Class I) (Income),Income,B5BJPR2,54.27,54.27,0,0.99
Jupiter European Income (Inclusive Accumulation),Accumulation,B1VV2H9,85.26,85.26,0,0.99
Jupiter European (Inclusive Income),Income,0666468,2717.83,2717.83,0,0.99
Jupiter European Income (Inclusive Income),Income,B1VV2K2,50.31,50.31,0,0.99
Jupiter European Smaller Companies (Class I) (Accumulation),Accumulation,BKYBZ47,121.29,121.29,0,0.99
Jupiter European Smaller Companies (Class I) (Income),Income,BKYBZ58,121.02,121.02,0,0.99
Jupiter European Special Situations (Class I) (Accumulation),Accumulation,B60WTT9,466.66,466.66,0,0.99
Jupiter European Special Situations (Class I) (Income),Income,BQ1KNZ6,434.88,434.88,0,0.99
Jupiter European Special Situations (Inclusive Accumulation),Accumulation,0491154,430.59,430.59,0,0.99
Jupiter Financial Innovation (Offshore) (Inclusive Income),Income,B1GC761,1976,1976,0,0.97
Jupiter Financial Opportunities (Class I) (Accumulation),Accumulation,B5LG465,817.51,817.51,0,0.98
Jupiter Financial Opportunities (Class I) (Income),Income,B8JYV94,750.96,750.96,0,0.98
Jupiter Financial Opportunities (Inclusive Accumulation),Accumulation,BF154P1,732.73,732.73,0,0.98
Jupiter Financial Opportunities (Inclusive Income),Income,0479019,728.55,728.55,0,0.98
Jupiter Flexible Macro (Class D GBP Hdg ) (Accumulation),Accumulation,BK6H5J8,10070,10070,0,0.8
Jupiter Flexible Macro Fund (Class I) (Accumulation),Accumulation,B6Q84T6,38.58,38.58,0,0.85
Jupiter Flexible Macro Fund (Inclusive Accumulation),Accumulation,B5129B3,36.25,36.25,0,0.84
Jupiter Fund of Investment Trusts (Class I) (Accumulation),Accumulation,B6R1VR1,336.38,336.38,0,0.99
Jupiter Fund of Investment Trusts (Class I) (Income),Income,B8JWSG4,315.53,315.53,0,0.99
Jupiter Fund of Investment Trusts (L) (Inclusive Accumulation),Accumulation,BF154Q2,312.79,312.79,0,0.99
Jupiter Fund of Investment Trusts (L) (Inclusive Income),Income,0479503,311.76,311.76,0,0.99
Jupiter Global Ecology (Class D) (Accumulation),Accumulation,BMWPF89,9041,9041,0,0.53
Jupiter Global Ecology Diversified (Class D) (Accumulation),Accumulation,BYZC581,1193,1193,0,0.85
Jupiter Global Ecology Growth (Class L) (Inclusive Income),Income,B1X2269,1918,1918,0,0.97
Jupiter Global Emerging Markets (Class I) (Accumulation),Accumulation,B4PF591,69.75,69.75,0,0.99
Jupiter Global Emerging Markets (Class I) (Income),Income,B6QGZ08,61.09,61.09,0,0.99
Jupiter Global Emerging Markets (Inclusive Accumulation),Accumulation,B4JVHP5,63.91,63.91,0,0.99
Jupiter Global Emerging Markets Focus (I GBP) (Accumulation),Accumulation,B8Y1GV7,1670.62,1670.62,0,1.02
Jupiter Global Eq Growth Unconstrained (Class D) (Accumulation),Accumulation,BMXDRP3,9447,9447,0,0
Jupiter Global Equity Income (Class I) (Accumulation),Accumulation,B9CGQG6,101.74,101.74,0,0.99
Jupiter Global Equity Income (Class I) (Income),Income,B9123J7,79.32,79.32,0,0.99
Jupiter Global Equity Income (Inclusive Accumulation),Accumulation,B8B9Z28,90.31,90.31,0,0.99
Jupiter Global Equity Income (Inclusive Income),Income,B8YZP90,70.37,70.37,0,0.99
Jupiter Global Financial Innovation (Inclusive Accumulation),Accumulation,B551H56,102.86,102.86,0,0.99
Jupiter Global Financial Innovation Fund (Class I) (Accumulation),Accumulation,B58D9P3,112.26,112.26,0,0.99
Jupiter Global Managed (Class I) (Accumulation),Accumulation,B6QMY21,368.91,368.91,0,0.97
Jupiter Global Managed (Class I) (Income),Income,B8JYWW4,332.25,332.25,0,0.97
Jupiter Global Managed (Inclusive Accumulation),Accumulation,B3Y68S8,340.79,340.79,0,0.97
Jupiter Global Managed (Inclusive Income),Income,0244024,325.06,325.06,0,0.97
Jupiter Global Sustainable Equities (Class T) (Accumulation),Accumulation,BFWVP88,81,81,0,0.71
Jupiter Global Sustainable Equities (Class T) (Income),Income,BFWVP66,79.46,79.46,0,0.71
Jupiter Global Value Equity (Class X) (Accumulation),Accumulation,BF5DRJ6,65.04,65.04,0,0.53
Jupiter Global Value Equity (Class X) (Income),Income,BF5DS48,59.19,59.19,0,0.53
Jupiter Gold and Silver (I GBP) (Accumulation),Accumulation,BYVJRH9,1733.75,1733.75,0,0.88
Jupiter Growth & Income (Class I) (Accumulation),Accumulation,B6QQDN7,142.92,142.92,0,0.99
Jupiter Growth & Income (Class I) (Income),Income,B6QDDF0,99.53,99.53,0,0.99
Jupiter Growth & Income (Inclusive Accumulation),Accumulation,BF154R3,109.59,109.59,0,0.99
Jupiter Growth & Income (Inclusive Income),Income,0157735,94.4,94.4,0,0.99
Jupiter Income (Class U1) (Accumulation),Accumulation,BQXWPX2,873.2,873.2,0,0.6
Jupiter Income (Class U1) (Income),Income,BQXWPW1,577.49,577.49,0,0.6
Jupiter Income (L) (Inclusive Accumulation),Accumulation,BF154T5,611.93,611.93,0,0.94
Jupiter Income (L) (Inclusive Income),Income,0479138,522.54,522.54,0,0.94
Jupiter India (Class X) (Accumulation),Accumulation,BD08NQ1,146.04,146.04,0,0.69
Jupiter India (Inclusive Accumulation),Accumulation,B2NHJ04,132.08,132.08,0,0.99
Jupiter India Select (Class L EUR) (Accumulation),Accumulation,B2961G5,1667.32,1667.32,0,1.97
Jupiter Investment Grade Bond (Class I) (Accumulation),Accumulation,B1XG8R4,137.67,137.67,0,0.65
Jupiter Investment Grade Bond (Class I) (Income),Income,B1XG8T6,111.87,111.87,0,0.65
Jupiter Investment Grade Bond (L GBP) (Inclusive Accumulation),Accumulation,B1XG6V4,248.85,248.85,0,0.65
Jupiter Investment Grade Bond (L GBP) (Inclusive Income),Income,B1XG6X6,115.99,115.99,0,0.65
Jupiter Japan Income (Class I) (Accumulation),Accumulation,B5TGB44,146.14,146.14,0,0.98
Jupiter Japan Income (Class I) (Income),Income,B6QC0Z6,104.23,104.23,0,0.98
Jupiter Japan Income (Inclusive Accumulation),Accumulation,B0HZTZ5,135.87,135.87,0,0.98
Jupiter Japan Income (Inclusive Income),Income,B0HZR39,96.91,96.91,0,0.98
Jupiter Japan Select (L GBP) (Inclusive Income),Income,B53V2Z3,2580,2580,0,0.97
Jupiter Local Currency Emerging Market Debt (A) (Income),Income,B50X2M9,466.29,466.29,0,1.185
Jupiter Merian Asia Pacific (Class I) (Accumulation),Accumulation,B1XG960,283.74,283.74,0,1
Jupiter Merian Asia Pacific (Inclusive Accumulation),Accumulation,B1XG7F5,663.3,663.3,0,1
Jupiter Merian Global Equity (Class I) (Accumulation),Accumulation,B1XG982,371.3,371.3,0,1
Jupiter Merian Global Equity Absolute Ret  (L GBP) (Inclusive Accumulation),Accumulation,BLP5S57,157.5,157.5,0,0.91
Jupiter Merian Global Equity Absolute Ret (I GBP) (Accumulation),Accumulation,BLP5S80,173.8,173.8,0,0.89
Jupiter Merian Global Equity (Inclusive Accumulation),Accumulation,B1XG7H7,533.6,533.6,0,1
Jupiter Merian Global Equity Income (I GBP) (Accumulation),Accumulation,BYM83B1,2122.1,2122.1,0,1
Jupiter Merian Global Equity Income (I GBP) (Income),Income,BYM83J9,1780.62,1780.62,0,1
Jupiter Merian North American Equity (Class I) (Accumulation),Accumulation,B1XG9G0,457.4,457.4,0,0.95
Jupiter Merian North American Equity (Class L) (Inclusive Accumulation),Accumulation,B1XG7P5,1747.99,1747.99,0,0.95
Jupiter Merlin Balanced Portfolio (Class I) (Accumulation),Accumulation,B4351D9,247.53,247.53,0,1.58
Jupiter Merlin Balanced Portfolio (Class I) (Income),Income,B3X5X81,157.85,157.85,0,1.58
Jupiter Merlin Balanced Portfolio (Inclusive Accumulation),Accumulation,3184514,229.24,229.24,0,1.58
Jupiter Merlin Balanced Portfolio (Inclusive Income),Income,3191075,145.47,145.47,0,1.58
Jupiter Merlin Conservative Portfolio (Class I) (Accumulation),Accumulation,B8GDLS3,72.03,72.03,0,0.93
Jupiter Merlin Conservative Portfolio (Class I) (Income),Income,B8GDLV6,56.14,56.14,0,0.93
Jupiter Merlin Conservative Portfolio (Inclusive Accumulation),Accumulation,B8GDMB3,63.68,63.68,0,0.93
Jupiter Merlin Conservative Portfolio (Inclusive Income),Income,B8GDMD5,49.6,49.6,0,0.93
Jupiter Merlin Growth Portfolio (Class I) (Accumulation),Accumulation,B6QGLF5,578.98,578.98,0,1.72
Jupiter Merlin Growth Portfolio (Class I) (Income),Income,B8K5LH4,555.88,555.88,0,1.72
Jupiter Merlin Growth Portfolio (Inclusive Accumulation),Accumulation,0362926,534.59,534.59,0,1.72
Jupiter Merlin Growth Portfolio (Inclusive Income),Income,0362915,519.54,519.54,0,1.72
Jupiter Merlin Income Portfolio (Class I) (Accumulation),Accumulation,B4N2L74,369.7,369.7,0,1.41
Jupiter Merlin Income Portfolio (Class I) (Income),Income,B6QMDC4,151.37,151.37,0,1.41
Jupiter Merlin Income Portfolio (Inclusive Accumulation),Accumulation,0362937,346.85,346.85,0,1.41
Jupiter Merlin Income Portfolio (Inclusive Income),Income,0362948,141.35,141.35,0,1.41
Jupiter Merlin Real Return (Class I) (Accumulation),Accumulation,BZ1M269,52.67,52.67,0,1.59
Jupiter Merlin Worldwide Portfolio (Class I) (Accumulation),Accumulation,B53LG95,409.35,409.35,0,1.77
Jupiter Merlin Worldwide Portfolio (Class I) (Income),Income,B8D78Y3,404.92,404.92,0,1.77
Jupiter Merlin Worldwide Portfolio (Inclusive Accumulation),Accumulation,3166783,377.87,377.87,0,1.77
Jupiter Merlin Worldwide Portfolio (Inclusive Income),Income,0369983,377.89,377.89,0,1.77
Jupiter Monthly Alternative Income (Class I) (Accumulation),Accumulation,B4WLF92,156.93,156.93,0,0.94
Jupiter Monthly Alternative Income (Class I) (Income),Income,B4M7846,34.15,34.15,0,0.94
Jupiter Monthly Alternative Income (Inclusive Accumulation),Accumulation,0950031,145,145,0,0.94
Jupiter Monthly Alternative Income (Inclusive Income),Income,0950020,31.61,31.61,0,0.94
Jupiter Monthly Income Bond (Class I) (Accumulation),Accumulation,B1XG8W9,140.84,140.84,0,0.65
Jupiter Monthly Income Bond (Class I) (Income),Income,B1XG8Y1,102.28,102.28,0,0.65
Jupiter Monthly Income Bond (L GBP) (Inclusive Accumulation),Accumulation,B1XG6Z8,87.13,87.13,0,0.55
Jupiter Monthly Income Bond (L GBP) (Inclusive Income),Income,B1XG711,38.34,38.34,0,0.55
Jupiter Multi-Asset Income (Class I) (Accumulation),Accumulation,B52HN04,109.66,109.66,0,0.61
Jupiter Multi-Asset Income (Class I) (Income),Income,B4WDT30,55.75,55.75,0,0.61
Jupiter Multi-Asset Income (Inclusive Accumulation),Accumulation,3129418,101.99,101.99,0,0.71
Jupiter Multi-Asset Income and Growth (Class I) (Accumulation),Accumulation,B5VQM72,124.19,124.19,0,0.99
Jupiter Multi-Asset Income and Growth (Class I) (Income),Income,B6531T1,106.19,106.19,0,0.99
Jupiter Multi-Asset Income and Growth (Inclusive Accumulation),Accumulation,BF154S4,113.18,113.18,0,0.99
Jupiter Multi-Asset Income and Growth (Inclusive Income),Income,0479268,96.71,96.71,0,0.99
Jupiter Multi-Asset Income (Inclusive Income),Income,3129429,53.36,53.36,0,0.71
Jupiter New Europe (Offshore) (Inclusive Income),Income,B1X2247,,,,
Jupiter North American Income (Class I) (Accumulation),Accumulation,B57YXG6,215.32,215.32,0,0.99
Jupiter North American Income (Class I) (Income),Income,B4Y3KV3,166.33,166.33,0,0.99
Jupiter North American Income (Inclusive Accumulation),Accumulation,B1VV8F9,198.74,198.74,0,0.99
Jupiter North American Income (Inclusive Income),Income,0384061,153.22,153.22,0,0.99
Jupiter Pacific Equity (I GBP) (Accumulation),Accumulation,B8256T9,1977.27,1977.27,0,1.2
Jupiter Responsible Income (Class I) (Accumulation),Accumulation,B40TGH3,139.94,139.94,0,0.93
Jupiter Responsible Income (Class I) (Income),Income,B5ZWNT5,79.04,79.04,0,0.93
Jupiter Responsible Income (Inclusive Accumulation),Accumulation,0833756,130.23,130.23,0,0.93
Jupiter Responsible Income (Inclusive Income),Income,B0KV5D0,71.84,71.84,0,0.93
Jupiter Strategic Absolute Return Bond  (I Hedged) (Accumulation),Accumulation,BF1F1K5,1128.15,1128.15,0,0.71
Jupiter Strategic Bond (Class Z) (Accumulation),Accumulation,BN8T593,107.45,107.45,0,0.54
Jupiter Strategic Bond (Class Z) (Income),Income,BN8T559,58.83,58.83,0,0.54
Jupiter Strategic Bond (Inclusive Accumulation),Accumulation,B2RBCS1,100.06,100.06,0,0.73
Jupiter Strategic Bond (Inclusive Income),Income,B2RBBC8,58.54,58.54,0,0.73
Jupiter UK Alpha (Class L) (Inclusive Accumulation),Accumulation,BFYN3P5,151.72,151.72,0,0.85
Jupiter UK Alpha (Class L) (Inclusive Income),Income,BFYN3Q6,119.81,119.81,0,0.85
Jupiter UK Dynamic Equity (L GBP) Inclusive (Inclusive Income),Income,BLP5932,467.08,467.08,0,1.08
Jupiter UK Dynamic Equity (L GBP) (Income),Income,BLP5976,482.3,482.3,0,0.74
Jupiter UK Growth (Class I) (Accumulation),Accumulation,B54CH94,290.57,290.57,0,0.99
Jupiter UK Growth (Class I) (Income),Income,B40C597,247.9,247.9,0,0.99
Jupiter UK Growth (Inclusive Accumulation),Accumulation,BW4NVB6,260.21,260.21,0,0.99
Jupiter UK Growth (Inclusive Income),Income,0479213,245.67,245.67,0,0.99
Jupiter UK Mid Cap (Class I) (Accumulation),Accumulation,B1XG948,282.55,282.55,0,0.775
Jupiter UK Mid Cap (Class I) (Income),Income,B8FC6L9,219.95,219.95,0,0.775
Jupiter UK Mid Cap (L GBP) (Inclusive Accumulation),Accumulation,B1XG799,411.19,411.19,0,0.85
Jupiter UK Mid Cap (L GBP) (Inclusive Income),Income,B1XG7B1,361.45,361.45,0,0.85
Jupiter UK Opportunities (Class I) (Accumulation),Accumulation,BBQ2T21,110.94,110.94,0,0.9
Jupiter UK Opportunities (Inclusive Accumulation),Accumulation,BBQ2T09,102.79,102.79,0,0.9
Jupiter UK Smaller Companies (Class I) (Accumulation),Accumulation,B1XG959,304.75,304.75,0,0.855
Jupiter UK Smaller Companies (Class I) (Income),Income,B8FD429,275.15,275.15,0,0.855
Jupiter UK Smaller Companies (Inclusive Accumulation),Accumulation,B1XG7C2,554.73,554.73,0,1.025
Jupiter UK Smaller Companies Equity (Class I) (Accumulation),Accumulation,B3LRRF4,430.25,430.25,0,0.99
Jupiter UK Smaller Companies Equity (Inclusive Accumulation),Accumulation,0491187,400.01,400.01,0,0.99
Jupiter UK Smaller Companies Focus (I Offshore) (Income),Income,BLP58G8,293.01,293.01,0,0.84
Jupiter UK Smaller Companies Focus (Inclusive Income),Income,BLP58F7,1682.77,1682.77,0,0.84
Jupiter UK Smaller Companies (Inclusive Income),Income,B1XG7D3,531.51,531.51,0,1.025
Jupiter UK Special Situations (Class I) (Accumulation),Accumulation,B4KL9F8,294,294,0,0.76
Jupiter UK Special Situations (Class I) (Income),Income,B66H8P7,209.61,209.61,0,0.76
Jupiter UK Special Situations (Inclusive Accumulation),Accumulation,BF15581,224.02,224.02,0,0.99
Jupiter UK Special Situations (Inclusive Income),Income,0477734,206.24,206.24,0,0.99
Jupiter UK Specialist Equity (I GBP) (Accumulation),Accumulation,BYXJS85,1275.92,1275.92,0,1.06
Kennox Strategic Value (Inst) (Accumulation),Accumulation,B8Y8GR4,164.9,164.9,0,1.23
Kennox Strategic Value (Inst) (Income),Income,B3YDJ20,132.9,132.9,0,1.23
Kotak India Fixed Income (Class C) (Accumulation),Accumulation,BH6XF06,1531.44,1531.44,0,1.2
Kotak India Fixed Income (Class C) (Income),Income,BH6XF40,1214.45,1214.45,0,1.2
Kotak India Growth Fund (A Acc) (Inclusive Accumulation),Accumulation,B4P9H31,2427.56,2427.56,0,1.25
Kotak India Growth Fund (A Inc) (Inclusive Income),Income,B4LWSH5,2389.77,2389.77,0,1.25
Kotak India Growth Fund (C) (Accumulation),Accumulation,BVXW582,2023.33,2023.33,0,1.25
Kotak India Midcap Fund (A Acc) (Inclusive Accumulation),Accumulation,B4QJ6G6,2943.59,2943.59,0,1.15
Kotak India Midcap Fund (A Inc) (Inclusive Income),Income,B4PCJ01,3049.01,3049.01,0,1.16
Kotak India Midcap Fund (C) (Accumulation),Accumulation,BLMP0Y3,2108.61,2108.61,0,1.15
Kotak India Midcap Fund (C) (Income),Income,BLMP0T8,1889.97,1889.97,0,1.15
L&G Active Global High Yield Bond (Class I) (Accumulation),Accumulation,B0CNHJ4,141.1,141.1,0,0.41
L&G Active Global High Yield Bond (Class I) (Income),Income,B0CNHH2,40.2,40.2,0,0.41
L&G Active Global High Yield Bond (Class R) (Inclusive Accumulation),Accumulation,0195616,127.3,127.3,0,0.55
L&G Active Global High Yield Bond (Class R) (Inclusive Income),Income,0195605,40.18,40.18,0,0.55
L&G Active Short Dated Sterling Corporate Bond (Accumulation),Accumulation,B89QL12,204.7,204.7,0,0.42
L&G Active Short Dated Sterling Corporate Bond (Income),Income,B7JDJQ7,95.13,95.13,0,0.42
L&G Active Sterling Corporate Bond (Class I) (Accumulation),Accumulation,B0CNHD8,153.3,153.3,0,0.33
L&G Active Sterling Corporate Bond (Class I) (Income),Income,B0CNHC7,67.63,67.63,0,0.33
L&G Active Sterling Corporate Bond (Class R) (Inclusive Accumulation),Accumulation,0205151,141.4,141.4,0,0.47
L&G Active Sterling Corporate Bond (Class R) (Inclusive Income),Income,0512851,67.52,67.52,0,0.47
L&G Asian Pacific Equity Income (Class I) (Accumulation),Accumulation,B409KQ0,989.7,989.7,0,0.83
L&G Asian Pacific Equity Income (Class I) (Income),Income,B7XH5V2,542.9,542.9,0,0.83
L&G Asian Pacific Equity Income (Class R) (Inclusive Accumulation),Accumulation,B032BL0,910.6,910.6,0,0.97
L&G Asian Pacific Equity Income (Class R) (Inclusive Income),Income,B032BK9,498.4,498.4,0,0.97
L&G Emerging Markets Govnt Bond (US$) Index (C) (Accumulation),Accumulation,BG0QPN7,63.18,63.18,0,0.19
L&G Emerging Markets Govnt Bond (US$) Index (C) (Income),Income,BG0QPM6,42.11,42.11,0,0.19
L&G Emerging Mkts Govt Bond (Local Curr) Index (C) (Accumulation),Accumulation,BD34PV5,62.06,62.06,0,0.23
L&G Emerging Mkts Govt Bond (Local Curr) Index (C) (Income),Income,BD34PN7,44.84,44.84,0,0.23
