name,type,sedol,bidPrice,askPrice,netIC,netAC
BlackRock Multi-Theme Equity (Class D2) (Accumulation),Accumulation,BLPHV43,997,997,0,0.8
BlackRock MyMap 3 (Class D) (Accumulation),Accumulation,BFBFYB7,107.98,108.13,0,0.17
BlackRock MyMap 3 (Class D) (Income),Income,BFBFYC8,105.11,105.26,0,0.17
BlackRock MyMap 4 (Class A) (Accumulation),Accumulation,BFK3N04,102.13,107.42,0,0.14
BlackRock MyMap 4 (Class D) (Accumulation),Accumulation,BFBFYJ5,115.88,116.07,0,0.17
BlackRock MyMap 4 (Class D) (Income),Income,BFBFYK6,113.04,113.24,0,0.17
BlackRock MyMap 4 (Class S) (Accumulation),Accumulation,BFBFYN9,115.97,121.97,0,0.14
BlackRock MyMap 5 (Class D) (Accumulation),Accumulation,BFBFYQ2,123.19,123.42,0,0.17
BlackRock MyMap 5 (Class D) (Income),Income,BFBFYR3,119.41,119.63,0,0.17
BlackRock MyMap 5 Select ESG (Class D) (Accumulation),Accumulation,BFBFYX9,111.48,111.72,0,0.17
BlackRock MyMap 6 (Class D) (Accumulation),Accumulation,BFBFZ14,128.55,128.82,0,0.17
BlackRock MyMap 6 (Class D) (Income),Income,BFBFZ25,124.71,124.96,0,0.17
BlackRock Natural Resources Growth & Inc (Class D) (Accumulation),Accumulation,B6865B7,200.09,200.52,0,0.81
BlackRock Natural Resources Growth & Inc (Class D) (Income),Income,B46KYQ5,141.97,142.28,0,0.81
BlackRock Natural Resources Growth & Income (Inclusive Accumulation),Accumulation,B3ZLCR9,185.76,195.48,0,0.8
BlackRock Natural Resources Growth & Income (Inclusive Income),Income,B3NP2M8,131.35,138.22,0,0.8
BlackRock Next Generation Healthcare (D2 EUR) (Accumulation),Accumulation,BMW7TR2,608.48,608.48,0,1
BlackRock Next Generation Tech (D2 GBP Hedged) (Accumulation),Accumulation,BG094W8,1541,1541,0,0.98
BlackRock Next Generation Technology (D2 GBP) (Accumulation),Accumulation,BN0W2P5,1307,1307,0,0.98
BlackRock Nutrition (A4 GBP Hedged) (Inclusive Income),Income,B5WLLY6,1285,1285,0,1.06
BlackRock Nutrition (D4 GBP Hedged) (Income),Income,B84T7V8,1343,1343,0,1
BlackRock Sterling Strategic Bond (Class D) (Accumulation),Accumulation,BZ6DDJ7,120.67,121.35,0,0.58
BlackRock Sterling Strategic Bond (Class D) (Income),Income,BZ6DDM0,106.59,107.19,0,0.58
BlackRock Style Advantage (Accumulation),Accumulation,BDCNSK3,7160.12,7160.12,0,0.97
BlackRock Sustainable Energy (A) (Inclusive Income),Income,B1L5MD7,1218,1218,0,1.22
BlackRock Sustainable Energy (Class D2) (Accumulation),Accumulation,B3KTK85,1390.52,1390.52,0,1.21
BlackRock Sustainable Energy (Class D4) (Income),Income,B62H2K4,1276,1276,0,1.21
BlackRock Systematic Global Small Cap (A2 USD) (Inclusive Accumulation),Accumulation,4456706,10337.1,10337.1,0,1.12
BlackRock Systematic Globl Long Short Equity (D2) (Accumulation),Accumulation,BQ717R3,10290,10290,0,1.68
BlackRock UK Absolute Alpha (Class D) (Accumulation),Accumulation,B5ZNQ99,163.07,163.15,0,0.92
BlackRock UK Absolute Alpha (Class P) (Inclusive Accumulation),Accumulation,B11V7T6,150.93,158.55,0,0.91
BlackRock UK Equity (Class D Dist) (Income),Income,B669PN0,2270.65,2285.37,0,0.92
BlackRock UK Fund (Class D) (Accumulation),Accumulation,B5YKQK2,667.86,671.83,0,0.9
BlackRock UK Fund (Class D) (Income),Income,B586CB9,422.9,425.41,0,0.9
BlackRock UK Fund (Inclusive Accumulation),Accumulation,0577377,609.35,643.61,0,0.9
BlackRock UK Fund (Inclusive Income),Income,0577388,418.15,441.66,0,0.9
BlackRock UK Income (Class D) (Accumulation),Accumulation,B67DWT6,1986.67,1996.96,0,0.81
BlackRock UK Income (Class D) (Income),Income,B67DWR4,459.89,462.29,0,0.81
BlackRock UK Income (Inclusive Accumulation),Accumulation,0580494,1847.48,1949.91,0,0.81
BlackRock UK Income (Inclusive Income),Income,0580483,420.83,444.17,0,0.81
BlackRock UK Smaller Companies (Class D) (Accumulation),Accumulation,B4LHDZ3,1330.45,1353.97,0,0.9
BlackRock UK Smaller Companies (Class D) (Income),Income,B8BS332,942.06,958.71,0,0.9
BlackRock UK Smaller Companies (Inclusive Accumulation),Accumulation,0581141,1222.71,1306.55,0,0.9
BlackRock UK Smaller Companies (Inclusive Income),Income,0581130,926.7,990.24,0,0.9
BlackRock UK Special Situations (D) (Accumulation),Accumulation,B3V1C06,5316.06,5365.51,0,0.9
BlackRock UK Special Situations (D) (Income),Income,B3R25W6,2677.11,2702.02,0,0.9
BlackRock UK Special Situations (Inclusive Accumulation),Accumulation,0580502,4853.99,5144.1,0,0.9
BlackRock UK Special Situations (Inclusive Income),Income,0580397,2664.88,2824.15,0,0.9
BlackRock United Kingdom (D4 GBP) (Income),Income,B7W0426,9765,9765,0,1.06
BlackRock US Dynamic (Class D) (Accumulation),Accumulation,B87XJQ6,2373.24,2375.56,0,0.89
BlackRock US Dynamic (Class D) (Income),Income,B8GKJQ8,2113.05,2115.12,0,0.89
BlackRock US Dynamic (Inclusive Accumulation),Accumulation,0580416,2211.22,2324.05,0,0.89
BlackRock US Dynamic (Inclusive Income),Income,0580319,2060.73,2165.88,0,0.89
BlackRock US Opportunities (Class D) (Accumulation),Accumulation,B8GMZS8,1769.15,1771.28,0,0.89
BlackRock US Opportunities (Class D) (Income),Income,B80S7M0,1649.55,1651.53,0,0.89
BlackRock US Opportunities (Inclusive Accumulation),Accumulation,0581185,1624.9,1708.19,0,0.89
BlackRock US Opportunities (Inclusive Income),Income,0581174,1578.6,1659.52,0,0.89
BlackRock World Bond (D2 Hedged GBP) (Accumulation),Accumulation,B8FRCM7,1143,1143,0,0.68
BlackRock World Healthscience (D2 EUR) (Accumulation),Accumulation,B85H9Z9,5442.95,5442.95,0,1.04
BlackRock World Healthscience (D2 USD) (Accumulation),Accumulation,B43GMP1,5442.04,5442.04,0,1.04
BlackRock World Healthscience (D5 GBP) (Income),Income,BK6KTX9,1266,1266,0,1.03
BlackRock World Technology (D2 GBP) (Accumulation),Accumulation,B8KMZ39,5162,5162,0,1.04
BMO Corporate Bond (Class C) (Income),Income,B77G979,53.26,53.26,0,0.62
BMO Corporate Bond (Inclusive Income),Income,0580148,53.56,53.56,0,0.99
BMO Diversified Monthly Income (Class C) (Income),Income,BYZ62Z9,41.72,41.9,0,0.82
BMO Diversified Monthly Income (Inclusive Income),Income,0346050,11.76,12.4,0,1.07
BMO Emerging Markets Bond (A) (Inclusive Income),Income,7589966,,,,
BMO Emerging Markets Equity (Class 2) (Accumulation),Accumulation,B546354,212.8,212.8,0,1.08
BMO Emerging Markets Equity (Inclusive Accumulation),Accumulation,0575100,124.4,124.4,0,1.45
BMO European Real Estate Securities (B GBP) (Accumulation),Accumulation,B5MQF83,3218,3218,0,1.45
BMO European Real Estate Securities (C GBP) (Income),Income,B5PZZD2,2539,2539,0,1.46
BMO European Smaller Companies (A) (Inclusive Income),Income,B04PYB9,2580.89,2580.89,1,1.57
BMO FTSE All Share Tracker (Class 2) (Accumulation),Accumulation,3313813,786.9,786.9,0,0.35
BMO FTSE All Share Tracker (Class 2) (Income),Income,0846464,424.6,424.6,0,0.35
BMO FTSE All Share Tracker (Inclusive Accumulation),Accumulation,3313802,784.6,784.6,0,0.54
BMO FTSE All Share Tracker (Inclusive Income),Income,0846419,426.8,426.8,0,0.54
BMO Global Convertible Bond (A) (Inclusive Income),Income,7553455,1719.46,1719.46,1,0.82
BMO Global Real Estate Securities (Class 3) (Accumulation),Accumulation,BG5GMF3,111.9,111.9,0,0.96
BMO Global Real Estate Securities (Class 3) (Income),Income,BG5GMD1,101.1,101.1,0,1.04
BMO Global Total Return Bond (Class C GBP Hedged) (Accumulation),Accumulation,B80KFS8,64.57,64.57,0,0.69
BMO Global Total Return Bond (Class C GBP Hedged) (Income),Income,B80KHR1,51.27,51.27,0,0.69
BMO Global Total Return Bond (GBP Hedged) (Inclusive Accumulation),Accumulation,3314526,200.8,200.8,0,0.85
BMO Global Total Return Bond (GBP Hedged) (Inclusive Income),Income,3314515,103.5,103.5,0,0.85
BMO Managed Growth (C) (Accumulation),Accumulation,BYZ62Y8,79.37,79.37,0,1.58
BMO Managed Growth (C) (Income),Income,BYZ62W6,74.18,74.18,0,1.58
BMO Managed Growth (Inclusive Accumulation),Accumulation,3314184,431.1,431.1,0,1.42
BMO Managed Growth (Inclusive Income),Income,3314173,378,378,0,1.42
BMO MM Lifestyle 4 (Inclusive Accumulation),Accumulation,B1TMPQ4,142.2,142.2,0,1.11
BMO MM Lifestyle 4 Class B (Accumulation),Accumulation,B83XVS6,84.42,84.42,0,0.91
BMO MM Lifestyle 4 Class B (Income),Income,B4YQGY7,170.1,170.1,0,0.91
BMO MM Lifestyle 5 (Inclusive Accumulation),Accumulation,B1TMPP3,173.5,173.5,0,1.1
BMO MM Lifestyle 5 Class B (Accumulation),Accumulation,B7MXZP5,93.55,93.55,0,0.9
BMO MM Lifestyle 5 Class B (Income),Income,B4YRCK8,194,194,0,0.9
BMO MM Lifestyle 6 (Inclusive Accumulation),Accumulation,B1TMPN1,187.4,187.4,0,1.17
BMO MM Lifestyle 6- Class B (Accumulation),Accumulation,B7S6RS5,97.9,97.9,0,0.97
BMO MM Lifestyle 6- Class B (Income),Income,B503GT4,207.9,207.9,0,0.97
BMO MM Lifestyle 7 (Inclusive Accumulation),Accumulation,B1TMPR5,187.2,187.2,0,1.19
BMO MM Lifestyle 7 Class B (Accumulation),Accumulation,B898743,99.46,99.46,0,1.08
BMO MM Lifestyle 7 Class B (Income),Income,B4YRDJ4,215.7,215.7,0,1.08
BMO MM Navigator Balanced (Class C) (Accumulation),Accumulation,B80KKL6,98.49,98.49,0,1.78
BMO MM Navigator Balanced (Class C) (Income),Income,B80KN06,86.69,86.69,0,1.78
BMO MM Navigator Balanced (Inclusive Accumulation),Accumulation,B23Y392,177.8,177.8,0,1.78
BMO MM Navigator Balanced (Inclusive Income),Income,B23Y381,148.4,148.4,0,1.78
BMO MM Navigator Boutiques (Class C) (Accumulation),Accumulation,B80L5H0,130.2,130.2,0,1.82
BMO MM Navigator Boutiques (Inclusive Accumulation),Accumulation,B23Y3K3,240.3,240.3,0,1.82
BMO MM Navigator Cautious (Class C) (Accumulation),Accumulation,B80KPZ5,85.62,85.62,0,1.62
BMO MM Navigator Cautious (Class C) (Income),Income,B80KRT3,71.03,71.03,0,1.62
BMO MM Navigator Cautious (Inclusive Accumulation),Accumulation,B23Y3C5,175.6,175.6,0,1.62
BMO MM Navigator Cautious (Inclusive Income),Income,B23Y3B4,134.6,134.6,0,1.62
BMO MM Navigator Distribution (Class C) (Accumulation),Accumulation,B80KXN9,79.76,79.76,0,1.43
BMO MM Navigator Distribution (Class C) (Income),Income,B80KZH7,50.67,50.67,0,1.43
BMO MM Navigator Distribution (Class M) (Income),Income,BZCTP04,44.1,44.1,0,1.43
BMO MM Navigator Distribution (Inclusive Accumulation),Accumulation,B23Y3F8,170.8,170.8,0,1.43
BMO MM Navigator Distribution (Inclusive Income),Income,B23Y3D6,84.49,84.49,0,1.43
BMO MM Navigator Growth (Class C) (Accumulation),Accumulation,B80L3W1,105.5,105.5,0,1.71
BMO MM Navigator Growth (Inclusive Accumulation),Accumulation,B23Y3H0,184.5,184.5,0,1.71
BMO Multi Mgr Investment Trust Class C (Accumulation),Accumulation,B80KBX5,124.3,124.3,0,1.49
BMO Multi-Sector Bond (Class 1) (Inclusive Income),Income,0945543,45.34,45.34,0,0.81
BMO Multi-Sector Bond (Class C) (Income),Income,B783SR2,54.31,54.31,0,0.61
BMO Multi-Sector Higher Income Bond Fund (Class C) (Income),Income,B819131,49.37,49.37,0,0.56
BMO Multi-Sector Higher Income Bond (Inclusive Income),Income,0205300,44.88,44.88,0,0.86
BMO North American Equity (Class 2) (Accumulation),Accumulation,3028151,1004,1004,0,0.95
BMO North American Equity (Inclusive Accumulation),Accumulation,3028140,823.2,823.2,0,0.93
BMO Pacific Equity (Class 2) (Accumulation),Accumulation,B23SF32,175.3,175.3,0,0.91
BMO Pacific Equity (Inclusive Accumulation),Accumulation,3314311,492.5,492.5,0,1.01
BMO Property Growth & Income (I GBP) (Accumulation),Accumulation,BQWJ868,1476.89,1476.89,0,1.03
BMO Property Growth & Income (I GBP) (Income),Income,BQWJ879,1075.43,1075.43,0,1.03
BMO Responsible Global Emerging Markets Eq (A USD) (Inclusive Income),Income,7418639,2073.46,2073.46,0,1.06
BMO Responsible Global Emerging Markets Eq (R GBP) (Accumulation),Accumulation,BZ006B7,1402,1402,0,1
BMO Responsible Global Equity (A EUR) (Inclusive Income),Income,B1H7GJ1,2481.76,2481.76,0,0.99
BMO Responsible Global Equity (Class 1 GBP) (Inclusive Accumulation),Accumulation,3083365,793.6,793.6,0,1.18
BMO Responsible Global Equity (Class 1 GBP) (Inclusive Income),Income,3083376,772.8,772.8,0,1.18
BMO Responsible Global Equity (Class 2) (Accumulation),Accumulation,3314504,627.7,627.7,0,0.8
BMO Responsible Global Equity (Class 2) (Income),Income,B828PQ8,162.9,162.9,0,0.8
BMO Responsible Sterling Corporate Bond (Class C) (Income),Income,B4RB3Z9,50.42,50.42,0,0.56
BMO Responsible Sterling Corporate Bond (Inclusive Income),Income,B23YHT0,113.4,113.4,0,0.76
BMO Responsible UK Equity (Class 1) (Inclusive Accumulation),Accumulation,3083398,1612,1612,0,0.82
BMO Responsible UK Equity (Class 1) (Inclusive Income),Income,3083451,1233,1233,0,1
BMO Responsible UK Equity (Class 2) (Accumulation),Accumulation,3339648,409.3,409.3,0,0.84
BMO Responsible UK Equity (Class 2) (Income),Income,B8BKZY3,93.61,93.61,0,0.84
BMO Responsible UK Income (Class 2) (Accumulation),Accumulation,B4NKFT8,99.39,99.39,0,0.81
BMO Responsible UK Income (Class 2) (Income),Income,3314485,184.6,184.6,0,0.81
BMO Responsible UK Income (Inclusive Accumulation),Accumulation,3083558,295.8,295.8,0,1.04
BMO Responsible UK Income (Inclusive Income),Income,3083569,137.6,137.6,0,1.04
BMO SDG Engagement Global Equity (Class R) (Accumulation),Accumulation,BJLWDX1,1344,1344,0,1.01
BMO SDG Engagement Global Equity (Class R) (Income),Income,BJLWDY2,1335,1335,0,1.01
BMO Select European Equity (Class 2) (Accumulation),Accumulation,B4Q7SF3,278.1,278.1,0,1.04
BMO Select European Equity (Class 2) (Income),Income,B4P2X98,212.6,212.6,0,1.04
BMO Select European Equity (Inclusive Accumulation),Accumulation,0846408,1128,1128,0,1.35
BMO Select European Equity (Inclusive Income),Income,B3CS8Q4,201.1,201.1,0,1.35
BMO Select UK Equity (Class 2) (Accumulation),Accumulation,0846431,3910,3910,0,1.07
BMO Select UK Equity (Inclusive Accumulation),Accumulation,0846389,3294,3294,0,1.18
BMO Sustainable Opportunities Global Equity (Inclusive Accumulation),Accumulation,0846420,301,301,0,1.14
BMO Sustainable Opps Global Equity (Class C) (Accumulation),Accumulation,BYZ62V5,114,114,0,0.8
BMO Sustainable Universal MAP Adventurou (Class C) (Accumulation),Accumulation,BMW8RH1,49.96,49.96,0,0.39
BMO Sustainable Universal MAP Balanced (Class C) (Accumulation),Accumulation,BKV4486,55.85,55.85,0,0.39
BMO Sustainable Universal MAP Cautious (Class C) (Accumulation),Accumulation,BKV4464,53.62,53.62,0,0.39
BMO Sustainable Universal MAP Defensive (Class C) (Accumulation),Accumulation,BMW8RF9,46.89,46.89,0,0.39
BMO Sustainable Universal MAP Growth (Class C) (Accumulation),Accumulation,BKV44B9,57.51,57.51,0,0.39
BMO UK Equity Income (Class 2) (Accumulation),Accumulation,B7TFC97,92.06,92.06,0,1.12
BMO UK Equity Income (Class 2) (Income),Income,B60HHR8,117.5,117.5,0,1.12
BMO UK Equity Income (Inclusive Accumulation),Accumulation,3314612,182.5,182.5,0,1.33
BMO UK Equity Income (Inclusive Income),Income,3314601,80.07,80.07,0,1.33
BMO UK Mid-Cap (Class 1) (Inclusive Accumulation),Accumulation,B0RBLJ1,161.5,161.5,0,1.61
BMO UK Mid-Cap (Class C) (Accumulation),Accumulation,B60SFN3,115.9,115.9,0,0.81
BMO UK Property - Feeder (Class 2) (Accumulation),Accumulation,BWZMHM5,83.47,83.47,0,0.81
BMO UK Property - Feeder (Class 2) (Income),Income,BWZMHL4,118.6,118.6,0,0.81
BMO UK Property - Feeder (Inclusive Accumulation),Accumulation,BWZMHK3,157.1,157.1,0,0.8
BMO UK Property - Feeder (Inclusive Income),Income,BWZMHJ2,119,119,0,0.8
BMO UK Property - PAIF (Class 2) (Accumulation),Accumulation,B830G15,83.96,83.96,0,0.79
BMO UK Property - PAIF (Class 2) (Income),Income,B6449M4,118,118,0,0.79
BMO UK Property - PAIF (Inclusive Accumulation),Accumulation,B611821,157.7,157.7,0,0.78
BMO UK Property - PAIF (Inclusive Income),Income,B620FM6,118.5,118.5,0,0.78
BMO UK Smaller Companies (Class 2) (Accumulation),Accumulation,0584388,1339,1339,0,0.96
BMO UK Smaller Companies (Inclusive Accumulation),Accumulation,0580160,1086,1086,0,1
BMO Universal MAP Adventurous (Accumulation),Accumulation,BK5Z9G8,63.12,63.12,0,0.29
BMO Universal MAP Balanced (Accumulation),Accumulation,BF99W06,64.37,64.37,0,0.29
BMO Universal MAP Cautious (Accumulation),Accumulation,BF99VY3,60.48,60.48,0,0.29
BMO Universal MAP Growth (Accumulation),Accumulation,BF99W28,67.34,67.34,0,0.29
BMO Universal MAP Income (Class C) (Accumulation),Accumulation,BK5ZC69,56.36,56.36,0,0.29
BMO US Smaller Companies (Class C) (Income),Income,B7YDFB9,169,169,0,0.83
BMO US Smaller Companies (Inclusive Income),Income,B06PF58,3705,3705,0,0.96
BNY Mellon Asian Income (Inclusive Income),Income,B0MY6Z6,218.92,218.92,0,0.91
BNY Mellon Asian Income(Class W) (Accumulation),Accumulation,B8KT3V4,207.76,207.76,0,0.71
BNY Mellon Asian Income(Class W) (Income),Income,B8KPW26,138.99,138.99,0,0.71
BNY Mellon Blockchain Innovation (Class W) (Accumulation),Accumulation,BHPRPJ8,89.71,89.71,0,0.83
BNY Mellon Brazil Equity Class W (Accumulation),Accumulation,B90P308,144.53,144.53,0,0.99
BNY Mellon Emerging Income (Class W) (Accumulation),Accumulation,B8GGF46,155.19,155.19,0,0.71
BNY Mellon Emerging Income (Class W) (Income),Income,B8HMC86,107.14,107.14,0,0.71
BNY Mellon Emerging Income (Inclusive Accumulation),Accumulation,B8HVZ39,143.48,143.48,0,0.98
BNY Mellon Emerging Income (Inclusive Income),Income,B8HVVL9,98.96,98.96,0,0.98
BNY Mellon Emerging Markets Corporate Debt (W Hgd) (Accumulation),Accumulation,B5MQD78,13541,13541,0,0.77
BNY Mellon Emerging Markets Debt Total Return (Accumulation),Accumulation,BD9PY59,79.16,79.16,0,0.72
BNY Mellon Equity Income (W) (Accumulation),Accumulation,B8K9KC4,758.73,758.73,0,0.83
BNY Mellon Equity Income (W) (Income),Income,B8HRGG7,140.29,140.29,0,0.83
BNY Mellon Equity Income (Inclusive Accumulation),Accumulation,B83RKN6,630.1,630.1,0,0.9
BNY Mellon Equity Income Booster (Class W) (Accumulation),Accumulation,B8SFP07,288.65,288.65,0,0.86
BNY Mellon Equity Income Booster (Class W) (Income),Income,B8HCF10,105.36,105.36,0,0.86
BNY Mellon Equity Income Booster (Inclusive Accumulation),Accumulation,B8GBR34,263.7,263.7,0,0.93
BNY Mellon Equity Income Booster (Inclusive Income),Income,B7XF7Y3,96.9,96.9,0,0.93
BNY Mellon Equity Income (Inclusive Income),Income,B843K11,151.17,151.17,0,0.9
BNY Mellon Global Absolute Return (Class B) (Accumulation),Accumulation,B7ZRP98,122.48,122.48,0,0.95
BNY Mellon Global Absolute Return (Class B) (Income),Income,B8N7Y89,113.38,113.38,0,0.95
BNY Mellon Global Absolute Return (W) (Accumulation),Accumulation,B83VQG3,124.96,124.96,0,0.67
BNY Mellon Global Absolute Return (W) (Income),Income,B841JM9,113.6,113.6,0,0.67
BNY Mellon Global Balanced (Income),Income,BD8YW19,130.91,130.91,0,0.68
BNY Mellon Global Dynamic Bond (Class W) (Accumulation),Accumulation,B8H50V4,114.97,114.97,0,0.55
BNY Mellon Global Dynamic Bond (Class W) (Income),Income,B801BG1,90.15,90.15,0,0.55
BNY Mellon Global Dynamic Bond (Inclusive Income),Income,B1294F4,91.52,91.52,0,0.745
BNY Mellon Global Emerging Markets (Class W) (Accumulation),Accumulation,BVRZK93,204.51,204.51,0,0.87
BNY Mellon Global Emerging Markets (Class W) (Income),Income,BVYPP91,222.22,222.22,0,0.87
BNY Mellon Global Equity (Class W) (Accumulation),Accumulation,B8376K5,298,298,0,0.79
BNY Mellon Global Equity (Class W) (Income),Income,B53Q5S2,270.43,270.43,0,0.79
BNY Mellon Global Equity (Inclusive Income),Income,0677998,209.72,209.72,0,0.86
BNY Mellon Global High Yield Bond (Class W) (Accumulation),Accumulation,B7KWF21,136.59,136.59,0,0.59
BNY Mellon Global High Yield Bond (Class W) (Income),Income,B8BX3V5,84.04,84.04,0,0.59
BNY Mellon Global High Yield Bond (Inclusive Income),Income,0963307,50.88,50.88,0,0.66
BNY Mellon Global Income (Class U) (Accumulation),Accumulation,BLG2W99,243.87,243.87,0,0.55
BNY Mellon Global Income (Class U) (Income),Income,BLG2W88,187.69,187.69,0,0.55
BNY Mellon Global Income (Inclusive Accumulation),Accumulation,B5VNWP1,274.5,274.5,0,0.86
BNY Mellon Global Income (Inclusive Income),Income,B0MY6T0,251.68,251.68,0,0.86
BNY Mellon Global Infrastructure (F) (Accumulation),Accumulation,BDR8GF4,,,,
BNY Mellon Global Infrastructure (F) (Income),Income,BDR8G98,,,,
BNY Mellon Global Infrastructure Income (W) (Accumulation),Accumulation,BDR8GH6,117.89,117.89,0,0.81
BNY Mellon Global Infrastructure Income (W) (Income),Income,BDR8GG5,100.1,100.1,0,0.81
BNY Mellon Global Leaders (Accumulation),Accumulation,BYQQK10,189.26,189.26,0,0.89
BNY Mellon Global Multi Strategy (Class W) (Accumulation),Accumulation,B84QL39,133.61,133.61,0,0.7
BNY Mellon Global Multi Strategy (Class W) (Income),Income,B8BSRR4,123.91,123.91,0,0.7
BNY Mellon Global Multi-Strategy (Institutional) (Accumulation),Accumulation,B7DBVP0,132.52,132.52,0,0.83
BNY Mellon Global Opportunities (Class W) (Accumulation),Accumulation,B83R9Z1,295.73,295.73,0,0.83
BNY Mellon Global Opportunities (Class W) (Income),Income,B8C1LK3,268.46,268.46,0,0.83
BNY Mellon Global Opportunities (Inclusive Income),Income,B0C3H83,400.47,400.47,0,0.9
BNY Mellon Globl Short-Dtd High Yield Bond (W Hgd) (Accumulation),Accumulation,BD5CVF3,113.39,113.39,0,0.63
BNY Mellon Inflation-Linked Corp Bond (Class W) (Accumulation),Accumulation,B8HY505,137.02,137.02,0,0.7
BNY Mellon Inflation-Linked Corp Bond (Class W) (Income),Income,B7HYGP0,111.87,111.87,0,0.7
BNY Mellon Inflation-Linked Corporate Bond (Inclusive Accumulation),Accumulation,B8CJGZ7,129.33,129.33,0,0.82
BNY Mellon Inflation-Linked Corporate Bond (Inclusive Income),Income,B8DRN93,111.47,111.47,0,0.82
BNY Mellon International Bond (Class B) (Income),Income,B8BP6P6,105.86,105.86,0,0.78
BNY Mellon International Bond (Class W) (Accumulation),Accumulation,B8BYHS3,119.13,119.13,0,0.58
BNY Mellon International Bond (Class W) (Income),Income,B88K438,105.55,105.55,0,0.58
BNY Mellon International Bond (Inclusive Income),Income,0677965,230.5,230.5,0,0.65
BNY Mellon Japan Small Cap Equity Focus (W) (Accumulation),Accumulation,BFLQGK3,278.13,278.13,0,0.89
BNY Mellon Long Gilt (Institutional) (Accumulation),Accumulation,B01X126,475.48,475.48,0,0.59
BNY Mellon Long Term Global Equity (Class Inst W) (Accumulation),Accumulation,B8K6W52,314.06,314.06,0,0.79
BNY Mellon Long Term Global Equity (Class Inst W) (Income),Income,B7V9479,290.94,290.94,0,0.79
BNY Mellon Long Term Global Equity (Inclusive Income),Income,B2423L7,382.25,382.25,0,0.86
BNY Mellon Multi-Asset Balanced (Class W) (Accumulation),Accumulation,B86LX25,202.46,202.46,0,0.67
BNY Mellon Multi-Asset Balanced (Class W) (Income),Income,B7LB0P5,164.81,164.81,0,0.67
BNY Mellon Multi-Asset Balanced (Inclusive Income),Income,0677857,241.75,241.75,0,0.86
BNY Mellon Multi-Asset Diversified Retrn (Class W) (Accumulation),Accumulation,B81C839,179.57,179.57,0,0.69
BNY Mellon Multi-Asset Diversified Retrn (Class W) (Income),Income,B8HJ577,141.35,141.35,0,0.69
BNY Mellon Multi-Asset Diversified Return (Inclusive Accumulation),Accumulation,B1GJ9N3,248.41,248.41,0,0.88
BNY Mellon Multi-Asset Diversified Return (Inclusive Income),Income,B1GJ9L1,179.52,179.52,0,0.88
BNY Mellon Multi-Asset Growth (Class W) (Accumulation),Accumulation,B8454P9,277.58,277.58,0,0.67
BNY Mellon Multi-Asset Growth (Class W) (Income),Income,B87BSD0,240.56,240.56,0,0.67
BNY Mellon Multi-Asset Growth (Inclusive Income),Income,0678098,1167.65,1167.65,0,0.86
BNY Mellon Multi-Asset Income (Inst W) (Accumulation),Accumulation,BP851Q4,170.58,170.58,0,0.75
BNY Mellon Multi-Asset Income (Inst W) (Income),Income,BP851R5,127.13,127.13,0,0.75
BNY Mellon Multi-Asset Income (Accumulation),Accumulation,BP851P3,124.99,124.99,0,0.82
BNY Mellon Multi-Asset Income (Income),Income,BP851N1,121.92,121.92,0,0.82
BNY Mellon Oriental (Class W) (Accumulation),Accumulation,B8GJF67,211.69,211.69,0,0.93
BNY Mellon Oriental (Class W) (Income),Income,B8GBZY1,194.26,194.26,0,0.93
BNY Mellon Oriental (Inclusive Income),Income,0678128,918.21,918.21,0,1
BNY Mellon Real Return (Class A) (Inclusive Income),Income,0164263,123.41,123.41,0,0.86
BNY Mellon Real Return (Class U) (Accumulation),Accumulation,BSPPWT8,129.65,129.65,0,0.59
BNY Mellon Real Return (Class U) (Income),Income,BSPPWS7,111.13,111.13,0,0.59
BNY Mellon Sustainable European Opportunities (Accumulation),Accumulation,B4Q5KM8,245.21,245.21,0,0.84
BNY Mellon Sustainable European Opportunities (Income),Income,B881HQ5,210.93,210.93,0,0.84
BNY Mellon Sustainable European Opportunities (Inclusive Income),Income,0677868,307.62,307.62,0,0.91
BNY Mellon Sustainable Global Dynamic Bond Inst (C (Accumulation),Accumulation,BJBKC38,97.01,97.01,0,0.6
BNY Mellon Sustainable Global Dynamic Bond Inst (C (Income),Income,BJBKC49,94.71,94.71,0,0.6
BNY Mellon Sustainable Global Equity Income (W) (Accumulation),Accumulation,BJ066Z7,120.38,120.38,0,0.85
BNY Mellon Sustainable Global Equity Income (W) (Income),Income,BJ06709,111.93,111.93,0,0.85
BNY Mellon Sustainable Global Equity Inst (W) (Accumulation),Accumulation,BF0WBJ6,161.01,161.01,0,0.82
BNY Mellon Sustainable Global Equity Inst (W) (Income),Income,BF0WBK7,109.17,109.17,0,0.82
BNY Mellon Sustainable Real Return (W) (Accumulation),Accumulation,BD6DRD5,123.36,123.36,0,0.81
BNY Mellon Sustainable Real Return (W) (Income),Income,BD6DRF7,112.93,112.93,0,0.81
BNY Mellon Sustainable Sterling Bond Inst (W) (Accumulation),Accumulation,BF0WC82,103.9,103.9,0,0.64
BNY Mellon Sustainable Sterling Bond Inst (W) (Income),Income,BF0WC93,86.58,86.58,0,0.64
BNY Mellon Sustainable UK Opportunities (Class W) (Accumulation),Accumulation,B8HQWK0,195.47,195.47,0,0.8
